date,price,volume
2014-11-30 00:00:00:000,162.17,0
2014-12-01 00:00:00:000,161.54,4168380
2014-12-02 00:00:00:000,162.67,3465750
2014-12-03 00:00:00:000,164.52,6434990
2014-12-04 00:00:00:000,164.05,3862920
2014-12-05 00:00:00:000,163.27,3013500
2014-12-06 00:00:00:000,163.27,0
2014-12-07 00:00:00:000,163.27,0
2014-12-08 00:00:00:000,161.86,2851380
2014-12-09 00:00:00:000,162.99,3865900
2014-12-10 00:00:00:000,160.51,4082380
2014-12-11 00:00:00:000,161.07,3989570
2014-12-12 00:00:00:000,155.38,8611750
2014-12-13 00:00:00:000,155.38,0
2014-12-14 00:00:00:000,155.38,0
2014-12-15 00:00:00:000,153.06,6500310
2014-12-16 00:00:00:000,151.41,6782590
2014-12-17 00:00:00:000,151.93,5139460
2014-12-18 00:00:00:000,157.68,7302360
2014-12-19 00:00:00:000,158.51,8864850
2014-12-20 00:00:00:000,158.51,0
2014-12-21 00:00:00:000,158.51,0
2014-12-22 00:00:00:000,161.44,4682510
2014-12-23 00:00:00:000,162.24,4044220
2014-12-24 00:00:00:000,161.82,1869980
2014-12-25 00:00:00:000,161.82,0
2014-12-26 00:00:00:000,162.34,1912310
2014-12-27 00:00:00:000,162.34,0
2014-12-28 00:00:00:000,162.34,0
2014-12-29 00:00:00:000,160.51,3331830
2014-12-30 00:00:00:000,160.05,2829900
2014-12-31 00:00:00:000,160.44,4011910
2015-01-01 00:00:00:000,160.44,0
2015-01-02 00:00:00:000,162.06,5525470
2015-01-03 00:00:00:000,162.06,0
2015-01-04 00:00:00:000,162.06,0
2015-01-05 00:00:00:000,159.51,4880390
2015-01-06 00:00:00:000,156.07,6146710
2015-01-07 00:00:00:000,155.05,4701840
2015-01-08 00:00:00:000,158.42,4241110
2015-01-09 00:00:00:000,159.11,4488350
2015-01-10 00:00:00:000,159.11,0
2015-01-11 00:00:00:000,159.11,0
2015-01-12 00:00:00:000,156.44,4187640
2015-01-13 00:00:00:000,156.81,4377510
2015-01-14 00:00:00:000,155.8,4690290
2015-01-15 00:00:00:000,154.57,4251720
2015-01-16 00:00:00:000,157.14,5756040
2015-01-17 00:00:00:000,157.14,0
2015-01-18 00:00:00:000,157.14,0
2015-01-19 00:00:00:000,157.14,0
2015-01-20 00:00:00:000,156.95,8392770
2015-01-21 00:00:00:000,152.09,11897100
2015-01-22 00:00:00:000,155.39,6120110
2015-01-23 00:00:00:000,155.87,4834850
2015-01-24 00:00:00:000,155.87,0
2015-01-25 00:00:00:000,155.87,0
2015-01-26 00:00:00:000,156.36,7888140
2015-01-27 00:00:00:000,153.67,5659570
2015-01-28 00:00:00:000,151.55,4495930
2015-01-29 00:00:00:000,155.48,8320850
2015-01-30 00:00:00:000,153.31,6563570
2015-01-31 00:00:00:000,153.31,0
2015-02-01 00:00:00:000,153.31,0
2015-02-02 00:00:00:000,154.66,4712250
2015-02-03 00:00:00:000,158.47,5539410
2015-02-04 00:00:00:000,156.96,3678460
2015-02-05 00:00:00:000,157.91,5253640
2015-02-06 00:00:00:000,156.72,3256450
2015-02-07 00:00:00:000,156.72,0
2015-02-08 00:00:00:000,156.72,0
2015-02-09 00:00:00:000,155.75,3057730
2015-02-10 00:00:00:000,158.56,4440610
2015-02-11 00:00:00:000,158.2,3626660
2015-02-12 00:00:00:000,158.52,3333060
2015-02-13 00:00:00:000,160.4,3706920
2015-02-14 00:00:00:000,160.4,0
2015-02-15 00:00:00:000,160.4,0
2015-02-16 00:00:00:000,160.4,0
2015-02-17 00:00:00:000,160.96,2894510
2015-02-18 00:00:00:000,162.19,4358380
2015-02-19 00:00:00:000,163.89,3504380
2015-02-20 00:00:00:000,163.65,3352980
2015-02-21 00:00:00:000,163.65,0
2015-02-22 00:00:00:000,163.65,0
2015-02-23 00:00:00:000,162.91,2714430
2015-02-24 00:00:00:000,164.83,4701630
2015-02-25 00:00:00:000,162.81,4004560
2015-02-26 00:00:00:000,160.87,7110770
2015-02-27 00:00:00:000,161.94,4410040
2015-02-28 00:00:00:000,161.94,0
2015-03-01 00:00:00:000,161.94,0
2015-03-02 00:00:00:000,160.48,5917860
2015-03-03 00:00:00:000,161.03,3234400
2015-03-04 00:00:00:000,159.42,3633640
2015-03-05 00:00:00:000,161.18,3791660
2015-03-06 00:00:00:000,158.5,4540170
2015-03-07 00:00:00:000,158.5,0
2015-03-08 00:00:00:000,158.5,0
2015-03-09 00:00:00:000,160.77,5193870
2015-03-10 00:00:00:000,157.81,4600970
2015-03-11 00:00:00:000,156.8,5709890
2015-03-12 00:00:00:000,157.98,4567350
2015-03-13 00:00:00:000,154.28,6064120
2015-03-14 00:00:00:000,154.28,0
2015-03-15 00:00:00:000,154.28,0
2015-03-16 00:00:00:000,157.08,3749640
2015-03-17 00:00:00:000,156.96,3311940
2015-03-18 00:00:00:000,159.81,5738830
2015-03-19 00:00:00:000,159.81,3878560
2015-03-20 00:00:00:000,162.88,9006420
2015-03-21 00:00:00:000,162.88,0
2015-03-22 00:00:00:000,162.88,0
2015-03-23 00:00:00:000,164.63,5930130
2015-03-24 00:00:00:000,163,4346140
2015-03-25 00:00:00:000,159.2,5428930
2015-03-26 00:00:00:000,160.59,4396020
2015-03-27 00:00:00:000,155.4,3477920
